Date,Open,High,Low,Close,Adj Close,Volume
2011-09-27,67.550003,68.269997,66.750000,67.370003,51.388729,1507800
2011-09-28,67.389999,67.680000,66.120003,66.199997,50.496284,789100
2011-09-29,66.949997,67.839996,66.010002,66.900002,51.030216,948100
2011-09-30,66.389999,67.599998,66.269997,66.330002,50.595448,1188100
2011-10-03,65.769997,66.769997,64.480003,64.550003,49.237690,1016100
2011-10-04,63.840000,65.370003,63.500000,65.239998,49.764015,1500000
2011-10-05,65.500000,66.059998,64.910004,65.820000,50.206417,1010500
2011-10-06,65.690002,67.410004,65.580002,67.370003,51.388729,849400
2011-10-07,67.599998,67.599998,66.430000,66.529999,50.747993,1112700
2011-10-10,67.250000,67.589996,66.720001,67.269997,51.312450,875300
2011-10-11,66.980003,67.519997,66.820000,67.160004,51.228554,639200
2011-10-12,67.239998,67.500000,66.809998,66.809998,50.961578,899700
2011-10-13,66.820000,66.980003,66.410004,66.709999,50.885307,877000
2011-10-14,67.360001,68.330002,67.120003,68.099998,51.945564,1076200
2011-10-17,67.949997,68.199997,66.959999,67.199997,51.259064,975800
2011-10-18,67.419998,68.339996,67.040001,67.860001,51.762493,705200
2011-10-19,68.000000,68.489998,67.570000,67.690002,51.632832,661100
2011-10-20,67.599998,68.379997,67.599998,68.309998,52.105755,732100
2011-10-21,68.860001,69.610001,68.720001,69.559998,53.059219,1261900
2011-10-24,67.309998,68.370003,67.309998,67.800003,52.166695,1211400
2011-10-25,67.750000,68.129997,67.230003,67.349998,51.820465,703800
2011-10-26,67.919998,68.669998,67.250000,68.629997,52.805332,764300
2011-10-27,69.410004,69.419998,67.010002,67.430000,51.882023,1641600
2011-10-28,67.839996,68.050003,65.919998,66.230003,50.958710,1830700
2011-10-31,66.440002,67.660004,66.250000,66.940002,51.505005,1282200
2011-11-01,66.000000,66.449997,65.199997,65.860001,50.674023,1531100
2011-11-02,67.239998,67.459999,64.949997,65.000000,50.012329,1871500
2011-11-03,65.110001,65.550003,63.849998,63.970001,49.219822,2053100
2011-11-04,63.970001,65.070000,63.849998,65.000000,50.012329,1443300
2011-11-07,65.099998,65.980003,65.099998,65.800003,50.627861,1948600
2011-11-08,66.010002,66.120003,65.269997,65.639999,50.504753,1007800
2011-11-09,64.910004,65.419998,64.099998,64.410004,49.558372,1502100
2011-11-10,64.720001,65.860001,64.680000,65.370003,50.297009,1466100
2011-11-11,65.510002,65.949997,65.190002,65.629997,50.497051,1082600
2011-11-14,65.599998,66.150002,65.300003,65.879997,50.689415,1459000
2011-11-15,65.790001,65.849998,64.959999,65.000000,50.012329,1307600
2011-11-16,64.820000,65.510002,64.639999,64.919998,49.950783,1275000
2011-11-17,65.010002,65.199997,64.440002,64.959999,49.981552,901800
2011-11-18,65.099998,65.250000,64.550003,64.669998,49.758408,1114800
2011-11-21,64.360001,64.519997,63.099998,64.150002,49.358318,1366600
2011-11-22,64.070000,64.680000,63.930000,64.250000,49.435261,719300
2011-11-23,63.740002,64.209999,63.060001,63.709999,49.019772,860400
2011-11-25,63.529999,64.589996,63.529999,63.970001,49.219822,321400
2011-11-28,65.029999,65.040001,64.349998,64.589996,49.696854,991000
2011-11-29,64.879997,65.199997,64.669998,65.000000,50.012329,1085500
2011-11-30,65.800003,65.930000,64.900002,64.959999,49.981552,1990300
2011-12-01,65.110001,65.980003,64.830002,64.910004,49.943077,1867600
2011-12-02,65.430000,65.639999,65.150002,65.209999,50.173908,1067200
2011-12-05,65.889999,65.900002,65.010002,65.089996,50.081570,1399300
2011-12-06,65.199997,65.889999,65.059998,65.599998,50.473976,1592000
2011-12-07,65.440002,65.589996,65.160004,65.500000,50.397041,1745100
2011-12-08,65.419998,65.570000,64.800003,64.940002,49.966167,1045600
2011-12-09,65.000000,65.379997,64.989998,65.029999,50.035400,801400
2011-12-12,64.879997,65.080002,64.550003,64.989998,50.004627,869900
2011-12-13,65.099998,65.300003,64.570000,64.680000,49.766106,1064900
2011-12-14,64.610001,65.209999,64.500000,64.970001,49.989254,1492400
2011-12-15,65.150002,65.459999,65.000000,65.269997,50.220058,1388100
2011-12-16,65.419998,65.470001,64.860001,65.000000,50.012329,1877100
2011-12-19,64.949997,65.330002,64.910004,64.980003,49.996948,1211500
2011-12-20,65.190002,65.510002,65.139999,65.410004,50.327778,1103200
2011-12-21,65.360001,65.650002,65.349998,65.500000,50.397041,1320400
2011-12-22,65.839996,66.389999,65.629997,66.169998,50.912548,1359800
2011-12-23,66.529999,66.750000,66.059998,66.589996,51.235699,1010200
2011-12-27,66.570000,67.000000,66.529999,66.809998,51.404972,507400
2011-12-28,66.940002,67.000000,66.339996,66.430000,51.112587,476300
2011-12-29,66.480003,67.080002,66.430000,66.949997,51.512695,725900
2011-12-30,66.410004,66.919998,66.190002,66.559998,51.212624,1045200
2012-01-03,67.139999,67.680000,66.709999,67.519997,51.951267,1954200
2012-01-04,67.330002,67.769997,66.930000,67.099998,51.628109,1168400
2012-01-05,66.870003,67.300003,66.610001,67.190002,51.697365,683400
2012-01-06,67.169998,67.389999,66.370003,67.160004,51.674271,1236400
2012-01-09,67.320000,67.449997,66.879997,67.379997,51.843540,650400
2012-01-10,67.529999,68.059998,67.419998,67.959999,52.289818,1198400
2012-01-11,67.800003,67.970001,67.510002,67.930000,52.266739,994500
2012-01-12,67.989998,68.440002,67.709999,68.370003,52.605255,3210500
2012-01-13,68.019997,68.150002,67.599998,68.029999,52.343678,3588700
2012-01-17,68.480003,69.050003,68.190002,68.930000,53.036144,4009700
2012-01-18,69.050003,69.370003,68.660004,69.349998,53.359310,1122100
2012-01-19,69.449997,70.300003,69.309998,70.239998,54.044079,1984100
2012-01-20,70.220001,70.220001,69.339996,69.989998,53.851730,1316500
2012-01-23,70.080002,70.099998,68.870003,69.209999,53.251591,1144600
2012-01-24,68.559998,68.930000,67.970001,68.629997,53.267109,1002400
2012-01-25,68.639999,68.959999,68.300003,68.639999,53.274864,931700
2012-01-26,68.730003,69.300003,68.680000,68.839996,53.430096,655100
2012-01-27,68.580002,68.839996,68.279999,68.559998,53.212776,617600
2012-01-30,68.349998,68.489998,67.769997,68.309998,53.018749,799900
2012-01-31,68.589996,68.959999,68.190002,68.660004,53.290398,991000
2012-02-01,68.779999,69.599998,68.760002,69.129997,53.655190,707200
2012-02-02,69.040001,69.339996,68.580002,68.730003,53.344723,709200
2012-02-03,69.980003,70.889999,69.519997,69.860001,54.221775,1258400
2012-02-06,69.559998,69.709999,69.239998,69.410004,53.872528,1173800
2012-02-07,69.489998,69.669998,69.349998,69.570000,53.996693,884300
2012-02-08,69.589996,69.650002,68.250000,68.379997,53.073071,1182900
2012-02-09,68.379997,68.599998,67.900002,68.449997,53.127399,795700
2012-02-10,68.019997,68.180000,67.470001,67.750000,52.584099,701200
2012-02-13,68.099998,68.220001,67.889999,68.070000,52.832458,486500
2012-02-14,68.160004,68.529999,67.620003,68.089996,52.847980,985500
2012-02-15,68.040001,68.430000,67.800003,68.370003,53.065289,905900
2012-02-16,68.370003,68.699997,68.139999,68.610001,53.251591,525000
2012-02-17,68.879997,68.879997,68.160004,68.489998,53.158451,838500
2012-02-21,68.669998,68.760002,67.599998,67.709999,52.553059,664900
2012-02-22,67.699997,67.820000,67.199997,67.610001,52.475449,808600
2012-02-23,67.680000,68.410004,67.459999,68.110001,52.863518,801400
2012-02-24,68.120003,68.150002,67.690002,67.790001,52.615154,1190300
2012-02-27,67.500000,67.790001,67.199997,67.290001,52.227077,1255400
2012-02-28,67.400002,67.879997,67.269997,67.809998,52.630669,803700
2012-02-29,67.540001,67.989998,67.459999,67.610001,52.475449,1274000
2012-03-01,67.599998,67.930000,67.440002,67.750000,52.584099,887000
2012-03-02,67.680000,67.879997,67.300003,67.529999,52.413338,819000
2012-03-05,67.500000,68.110001,67.449997,67.919998,52.716042,538500
2012-03-06,67.660004,68.010002,67.500000,67.800003,52.622921,810200
2012-03-07,67.709999,67.820000,67.320000,67.559998,52.436626,904900
2012-03-08,67.800003,67.919998,67.349998,67.809998,52.630669,650100
2012-03-09,67.809998,67.919998,67.459999,67.910004,52.708286,621100
2012-03-12,67.790001,68.290001,67.790001,68.139999,52.886806,770700
2012-03-13,68.209999,68.639999,68.150002,68.629997,53.267109,822300
2012-03-14,68.559998,68.790001,68.290001,68.410004,53.096367,619600
2012-03-15,68.410004,68.879997,68.330002,68.750000,53.360260,663400
2012-03-16,68.910004,68.910004,67.839996,68.209999,52.941132,1235800
2012-03-19,68.209999,68.279999,67.430000,67.839996,52.653950,995500
2012-03-20,67.489998,68.180000,67.419998,68.080002,52.840225,808900
2012-03-21,68.000000,68.599998,67.809998,68.290001,53.003223,683200
2012-03-22,67.919998,68.360001,67.919998,68.209999,52.941132,630800
2012-03-23,68.230003,68.239998,67.650002,67.989998,52.770370,654500
2012-03-26,68.139999,68.470001,67.870003,68.320000,53.026489,905300
2012-03-27,68.500000,68.800003,68.050003,68.150002,52.894569,1005700
2012-03-28,68.199997,68.709999,68.199997,68.410004,53.096367,995000
2012-03-29,68.209999,68.650002,67.680000,68.349998,53.049782,995800
2012-03-30,68.570000,68.980003,68.449997,68.750000,53.360260,790100
2012-04-02,68.480003,70.089996,68.309998,69.320000,53.802639,1407800
2012-04-03,69.339996,70.080002,69.290001,69.699997,54.097576,1021900
2012-04-04,69.419998,69.529999,69.050003,69.059998,53.600849,689700
2012-04-05,69.000000,69.000000,68.309998,68.959999,53.523232,1018100
2012-04-09,68.529999,68.870003,68.309998,68.870003,53.453384,998800
2012-04-10,68.870003,69.000000,68.510002,68.879997,53.461151,1213800
2012-04-11,69.099998,69.529999,69.070000,69.480003,53.926834,912500
2012-04-12,69.510002,69.849998,69.080002,69.849998,54.214020,3043100
2012-04-13,69.720001,70.360001,69.610001,70.230003,54.508953,3412100
2012-04-16,70.330002,70.400002,69.930000,70.080002,54.392544,3218800
2012-04-17,70.169998,70.349998,69.750000,70.339996,54.594326,1048300
2012-04-18,70.180000,70.550003,69.930000,70.389999,54.633125,540300
2012-04-19,70.180000,70.589996,69.910004,70.000000,54.330429,750900
2012-04-20,70.190002,70.650002,69.949997,70.239998,54.516716,1348400
2012-04-23,69.500000,69.500000,68.779999,69.019997,54.031342,1002700
2012-04-24,69.260002,69.570000,69.120003,69.430000,54.352318,744200
2012-04-25,69.750000,69.980003,69.440002,69.820000,54.657604,486200
2012-04-26,69.750000,70.300003,69.669998,70.040001,54.829845,558700
2012-04-27,69.839996,70.220001,69.720001,69.779999,54.626301,822300
2012-04-30,69.849998,70.120003,69.470001,70.099998,54.876801,1293500
2012-05-01,69.989998,70.489998,69.900002,70.019997,54.814178,1357100
2012-05-02,68.730003,68.750000,66.750000,67.800003,53.076298,3932100
2012-05-03,67.940002,68.190002,66.720001,67.029999,52.473499,1702100
2012-05-04,66.949997,67.500000,66.809998,67.459999,52.810123,1507000
2012-05-07,67.419998,68.250000,67.300003,68.169998,53.365948,1431000
2012-05-08,67.940002,68.610001,67.739998,68.489998,53.616447,1486200
2012-05-09,68.239998,68.739998,68.010002,68.360001,53.514683,970100
2012-05-10,68.680000,68.860001,68.360001,68.519997,53.639927,711700
2012-05-11,68.519997,68.779999,68.339996,68.559998,53.671242,605400
2012-05-14,68.339996,69.230003,68.309998,69.070000,54.070488,1090700
2012-05-15,68.910004,69.370003,68.879997,69.040001,54.047005,825800
2012-05-16,69.120003,69.330002,68.500000,68.639999,53.733871,974400
2012-05-17,68.650002,68.959999,67.809998,67.820000,53.091949,929700
2012-05-18,68.000000,68.489998,67.400002,67.639999,52.951027,894000
2012-05-21,67.900002,68.360001,67.379997,68.290001,53.459881,872400
2012-05-22,68.370003,68.879997,68.300003,68.410004,53.553829,638400
2012-05-23,68.379997,69.150002,68.330002,69.000000,54.015678,1400000
2012-05-24,69.000000,69.739998,68.860001,69.190002,54.164436,936500
2012-05-25,69.230003,70.070000,69.230003,69.589996,54.477570,908300
2012-05-29,69.339996,69.830002,69.099998,69.510002,54.414932,902500
2012-05-30,69.269997,69.690002,68.839996,68.839996,53.890438,1014900
2012-05-31,68.720001,69.279999,68.650002,68.800003,53.859135,1321600
2012-06-01,68.870003,69.650002,68.830002,69.360001,54.297508,2599300
2012-06-04,69.080002,70.070000,69.080002,69.980003,54.782871,1641400
2012-06-05,69.860001,70.089996,69.400002,69.959999,54.767212,1133100
2012-06-06,70.220001,71.059998,70.059998,71.050003,55.620510,1303400
2012-06-07,71.320000,71.500000,70.790001,71.349998,55.855362,1287300
2012-06-08,71.250000,71.940002,71.129997,71.820000,56.223289,773000
2012-06-11,71.930000,72.019997,71.389999,71.430000,55.917980,816100
2012-06-12,71.419998,71.820000,71.150002,71.820000,56.223289,881900
2012-06-13,71.720001,72.080002,71.410004,72.019997,56.379856,1546500
2012-06-14,72.199997,73.230003,72.139999,73.059998,57.194012,1280800
2012-06-15,73.349998,73.540001,72.489998,72.559998,56.802582,1650600
2012-06-18,72.680000,72.860001,72.290001,72.849998,57.029598,808300
2012-06-19,72.660004,72.989998,72.220001,72.230003,56.544228,1311800
2012-06-20,72.129997,72.190002,71.330002,71.889999,56.278080,1176700
2012-06-21,71.910004,72.160004,70.940002,71.029999,55.604843,747300
2012-06-22,71.279999,71.449997,71.050003,71.139999,55.690971,834200
2012-06-25,70.989998,71.160004,70.300003,70.570000,55.244751,678300
2012-06-26,70.769997,71.389999,70.620003,71.040001,55.612682,752100
2012-06-27,71.070000,71.639999,71.010002,71.489998,55.964947,650700
2012-06-28,70.720001,71.879997,70.720001,71.879997,56.270256,967700
2012-06-29,72.220001,72.720001,72.089996,72.459999,56.724319,854400
2012-07-02,71.680000,72.349998,71.120003,72.309998,56.606888,808900
2012-07-03,72.260002,72.839996,72.050003,72.669998,56.888706,299800
2012-07-05,72.599998,72.800003,72.300003,72.550003,56.794769,440800
2012-07-06,72.269997,72.449997,71.690002,72.180000,56.505112,809800
2012-07-09,72.180000,72.349998,71.919998,72.239998,56.552090,430100
2012-07-10,72.650002,72.730003,72.190002,72.330002,56.622524,528300
2012-07-11,72.309998,72.529999,71.980003,72.220001,56.536411,532300
2012-07-12,72.169998,72.680000,72.059998,72.400002,56.677334,936600
2012-07-13,72.559998,73.489998,72.449997,73.080002,57.209679,896000
2012-07-16,72.879997,73.300003,72.599998,72.720001,56.927853,746800
2012-07-17,72.750000,73.559998,72.500000,73.320000,57.397564,724500
2012-07-18,73.190002,73.629997,73.010002,73.230003,57.327087,527300
2012-07-19,73.290001,73.650002,72.760002,73.370003,57.436684,1039500
2012-07-20,73.040001,73.589996,72.580002,72.739998,56.943501,1779900
2012-07-23,71.669998,72.760002,71.500000,72.650002,57.377888,814700
2012-07-24,72.580002,72.750000,71.949997,72.279999,57.085670,530700
2012-07-25,72.389999,72.550003,71.730003,72.120003,56.959312,614600
2012-07-26,72.680000,72.940002,72.540001,72.870003,57.551640,773400
2012-07-27,73.099998,73.550003,72.919998,73.120003,57.749092,947000
2012-07-30,73.070000,73.589996,72.830002,73.040001,57.685894,763200
2012-07-31,72.959999,73.099998,72.599998,72.709999,57.425270,617500
2012-08-01,72.720001,72.900002,71.959999,72.160004,56.990891,836000
2012-08-02,72.160004,72.690002,71.720001,72.220001,57.038277,651600
2012-08-03,72.879997,73.070000,71.709999,71.760002,56.674988,880400
2012-08-06,71.940002,72.099998,71.419998,71.480003,56.453846,947500
2012-08-07,71.449997,71.599998,70.519997,70.949997,56.035236,1456900
2012-08-08,70.839996,71.470001,70.739998,71.389999,56.382755,650900
2012-08-09,71.320000,71.489998,70.919998,71.480003,56.453846,555700
2012-08-10,71.500000,72.220001,71.260002,71.849998,56.746059,688000
2012-08-13,71.730003,71.900002,71.550003,71.820000,56.722370,474000
2012-08-14,71.989998,72.750000,71.709999,72.529999,57.283119,1164200
2012-08-15,72.360001,72.650002,71.839996,72.070000,56.919815,1232600
2012-08-16,71.910004,72.349998,71.760002,72.209999,57.030388,919300
2012-08-17,72.120003,72.500000,71.709999,72.389999,57.172543,811200
2012-08-20,72.279999,72.400002,71.889999,72.309998,57.109364,488600
2012-08-21,72.339996,72.559998,72.059998,72.099998,56.943493,846600
2012-08-22,71.959999,72.220001,71.720001,72.059998,56.911911,502900
2012-08-23,72.139999,72.260002,71.809998,71.970001,56.840828,765600
2012-08-24,71.820000,72.500000,71.750000,72.309998,57.109364,747400
2012-08-27,72.300003,72.660004,72.300003,72.360001,57.148849,579400
2012-08-28,72.309998,72.610001,72.080002,72.190002,57.014580,585900
2012-08-29,72.059998,72.309998,71.750000,72.089996,56.935593,601300
2012-08-30,72.000000,72.470001,71.800003,72.300003,57.101467,518800
2012-08-31,72.480003,72.830002,72.309998,72.750000,57.456871,603100
2012-09-04,72.930000,73.209999,72.570000,72.989998,57.646412,764600
2012-09-05,72.900002,73.099998,72.610001,72.900002,57.575336,401800
2012-09-06,73.199997,73.449997,72.930000,73.440002,58.001801,729700
2012-09-07,73.410004,73.430000,72.650002,72.779999,57.480560,527300
2012-09-10,72.570000,72.730003,72.269997,72.320000,57.117256,539200
2012-09-11,72.260002,72.260002,71.889999,72.110001,56.951401,560500
2012-09-12,72.239998,72.400002,71.550003,71.690002,56.619686,634600
2012-09-13,71.730003,71.980003,71.199997,71.949997,56.825043,837700
2012-09-14,72.339996,72.339996,70.449997,70.589996,55.750923,992100
2012-09-17,70.349998,70.510002,69.669998,70.099998,55.363918,1942600
2012-09-18,70.120003,71.190002,69.809998,70.949997,56.035236,973100
2012-09-19,71.019997,71.860001,70.879997,71.449997,56.430141,671400
2012-09-20,71.360001,72.000000,71.250000,71.750000,56.667068,572700
2012-09-21,71.889999,72.180000,71.199997,71.400002,56.390652,1159500
2012-09-24,71.349998,72.150002,71.349998,71.959999,56.832928,691400
2012-09-25,71.959999,72.309998,71.330002,71.389999,56.382755,745500
2012-09-26,71.400002,72.919998,71.400002,72.010002,56.872425,698800
2012-09-27,72.080002,72.180000,71.360001,71.629997,56.572304,521400
2012-09-28,71.540001,72.080002,71.050003,72.050003,56.904018,826100
2012-10-01,72.169998,72.720001,71.860001,72.279999,57.085670,759600
2012-10-02,72.430000,72.779999,72.199997,72.389999,57.172543,479900
2012-10-03,72.529999,73.250000,72.440002,73.000000,57.654320,671800
2012-10-04,73.220001,73.650002,73.059998,73.529999,58.072903,554900
2012-10-05,73.650002,73.879997,73.540001,73.739998,58.238743,516000
2012-10-08,73.919998,74.970001,73.599998,74.349998,58.720528,1770100
2012-10-09,74.470001,74.849998,73.580002,73.959999,58.412498,1069800
2012-10-10,73.949997,74.680000,73.779999,73.980003,58.428303,940800
2012-10-11,74.389999,74.389999,73.779999,73.779999,58.270340,710500
2012-10-12,73.750000,74.269997,73.599998,73.809998,58.294033,591600
2012-10-15,73.910004,74.570000,73.760002,74.330002,58.704720,750100
2012-10-16,74.500000,74.900002,74.180000,74.860001,59.123302,872800
2012-10-17,75.000000,75.540001,74.809998,75.440002,59.581406,802900
2012-10-18,75.449997,75.900002,75.029999,75.629997,59.731434,526800
2012-10-19,75.570000,75.580002,74.599998,74.989998,59.225975,1324100
2012-10-22,74.620003,74.620003,73.440002,73.820000,58.803795,808000
2012-10-23,73.570000,73.820000,72.839996,73.190002,58.301941,856600
2012-10-24,73.300003,73.639999,72.660004,72.800003,57.991272,1080800
2012-10-25,73.339996,73.750000,72.500000,72.809998,57.999245,695400
2012-10-26,72.889999,72.980003,71.900002,72.099998,57.433655,1026200
2012-10-31,71.209999,73.470001,71.000000,72.300003,57.592991,1386100
2012-11-01,72.470001,73.239998,72.080002,72.790001,57.983315,1059700
2012-11-02,73.139999,73.540001,72.820000,73.050003,58.190430,1295400
2012-11-05,73.129997,73.610001,72.500000,72.919998,58.086849,810200
2012-11-06,73.000000,73.690002,72.910004,73.489998,58.540916,702400
2012-11-07,73.260002,73.559998,72.559998,73.110001,58.238216,1103900
2012-11-08,73.029999,73.300003,72.550003,72.629997,57.855854,693200
2012-11-09,72.629997,73.330002,72.510002,72.779999,57.975334,589000
2012-11-12,72.820000,73.339996,72.610001,73.040001,58.182480,674000
2012-11-13,72.860001,73.870003,72.849998,73.470001,58.524994,800800
2012-11-14,73.480003,74.000000,72.669998,72.790001,57.983315,620800
2012-11-15,72.699997,73.160004,72.529999,72.669998,57.887718,845500
2012-11-16,73.050003,74.290001,72.750000,74.290001,59.178188,1554900
2012-11-19,74.470001,74.919998,73.720001,74.099998,59.026829,1488600
2012-11-20,74.150002,74.500000,73.820000,74.400002,59.265789,680500
2012-11-21,74.489998,74.660004,73.980003,74.339996,59.218010,620300
2012-11-23,74.500000,74.669998,74.199997,74.650002,59.464951,454600
2012-11-26,74.199997,74.860001,74.080002,74.489998,59.337521,701400
2012-11-27,74.489998,74.959999,74.239998,74.629997,59.449020,997000
2012-11-28,74.570000,75.199997,74.410004,75.169998,59.879177,696800
2012-11-29,75.300003,75.459999,74.919998,75.330002,60.006638,865200
2012-11-30,75.370003,76.459999,74.750000,76.349998,60.819157,3722400
2012-12-03,76.449997,76.739998,75.949997,76.169998,60.675758,989700
2012-12-04,76.040001,76.360001,75.150002,75.510002,60.150024,1053500
2012-12-05,75.500000,75.779999,75.180000,75.620003,60.237648,554700
2012-12-06,75.540001,75.809998,75.330002,75.790001,60.373070,457400
2012-12-07,75.820000,76.379997,75.690002,76.269997,60.755413,589100
2012-12-10,76.180000,76.269997,75.610001,75.940002,60.492561,636500
2012-12-11,76.180000,76.400002,75.820000,76.070000,60.596100,513300
2012-12-12,76.250000,76.250000,75.570000,75.750000,60.341202,553000
2012-12-13,75.989998,76.250000,75.459999,75.519997,60.157993,671200
2012-12-14,75.230003,76.059998,75.080002,75.400002,60.062389,546700
2012-12-17,75.379997,76.019997,75.239998,75.599998,60.221722,660700
2012-12-18,75.680000,76.540001,75.339996,76.470001,60.914742,1419400
2012-12-19,76.580002,76.580002,75.500000,75.510002,60.150024,922300
2012-12-20,75.610001,75.959999,75.040001,75.339996,60.014580,626900
2012-12-21,75.239998,75.370003,74.000000,74.019997,58.963089,1717300
2012-12-24,73.989998,74.040001,73.540001,73.629997,58.652439,466500
2012-12-26,73.660004,73.870003,72.949997,73.099998,58.230251,552300
2012-12-27,73.129997,73.370003,72.660004,73.089996,58.222290,714100
2012-12-28,72.870003,73.459999,72.620003,72.660004,57.879749,616500
2012-12-31,72.529999,73.250000,72.199997,73.220001,58.325855,720300
2013-01-02,73.889999,74.089996,73.500000,74.089996,59.018845,1110900
2013-01-03,74.010002,74.230003,73.669998,73.889999,58.859543,778200
